	chembl_cid1	chembl_cid2	core	sub1	sub2	overlap
0	CHEMBL1934891	CHEMBL1934890	2 1 8 11 15 12 5 9 10 4 14 6 13 0 7 3	78 70 41 39 66	11 0 71 9	20 51 24 12 63 6
1	CHEMBL1934892	CHEMBL1934890	2 1 8 11 15 12 5 9 10 4 14 6 13 0 7 3	50 3 41 61 69	11 0 71 9	20 51 24 12 63 6
2	CHEMBL1934893	CHEMBL1934890	2 1 8 11 15 12 5 9 10 4 14 6 13 0 7 3	33 46 40 67 41 55 13 54	11 0 71 9	20 51 24 12 63 6
3	CHEMBL1934894	CHEMBL1934890	2 1 8 11 15 12 5 9 10 4 14 6 13 0 7 3	28 57 4 41 17 16 38	11 0 71 9	20 51 24 12 63 6
4	CHEMBL1934895	CHEMBL1934890	2 1 8 11 15 12 5 9 10 4 14 6 13 0 7 3	15 73 41 44 19	11 0 71 9	20 51 24 12 63 6
5	CHEMBL1934890	CHEMBL1934896	2 1 8 11 15 12 5 9 10 4 14 6 13 0 7 3	11 6 0 71 9	10 1 70 5 41 34 36 59 60	20 51 24 12 63
6	CHEMBL1934890	CHEMBL1934898	2 1 8 11 15 12 5 9 10 4 14 6 13 0 7 3	6 71 9	43 1 2 48 5 49 27 75 76 18	20 51 24 12 11 63 0
7	CHEMBL1934903	CHEMBL1934890	2 1 8 11 15 12 5 9 10 4 14 6 13 0 7 3	64 45 7 53 37 42 49 32 77 21 29	24 63 6 0 9	20 51 12 11 71
8	CHEMBL1934905	CHEMBL1934890	2 1 8 11 15 12 5 9 10 4 14 6 13 0 7 3	45 1 5 41 23 62 32 72 14	6 0 9	20 51 24 12 11 63 71
9	CHEMBL1934892	CHEMBL1934891	2 1 8 11 15 12 5 9 10 4 14 6 13 0 7 3	50 3 61 69	78 70 39 66	20 51 24 12 63 6 41
10	CHEMBL1934893	CHEMBL1934891	2 1 8 11 15 12 5 9 10 4 14 6 13 0 7 3	33 46 40 67 55 13 54	78 70 39 66	20 51 24 12 63 6 41
11	CHEMBL1934894	CHEMBL1934891	2 1 8 11 15 12 5 9 10 4 14 6 13 0 7 3	28 57 4 17 16 38	78 70 39 66	20 51 24 12 63 6 41
12	CHEMBL1934895	CHEMBL1934891	2 1 8 11 15 12 5 9 10 4 14 6 13 0 7 3	15 73 44 19	78 70 39 66	20 51 24 12 63 6 41
13	CHEMBL1934891	CHEMBL1934896	2 1 8 11 15 12 5 9 10 4 14 6 13 0 7 3	78 6 39 66	10 1 5 34 36 59 60	20 51 24 12 70 63 41
14	CHEMBL1934891	CHEMBL1934898	2 1 8 11 15 12 5 9 10 4 14 6 13 0 7 3	78 70 6 41 39 66	11 43 1 2 48 5 0 49 27 75 76 18	20 51 24 12 63
